season,game_number,date,start_time,opponent,tournament,venue,result,unc_score,opponent_score,attendance
2009-10,6,Nov 23(Mon),7:30 PM,Gardner-Webb,,Dean E. Smith Center,"W, 93-72",93,72,17005.0
2009-10,7,Nov 29(Sun),6:45 PM,Nevada,,Dean E. Smith Center,"W, 80-73",80,73,17321.0
2009-10,8,Dec 1(Tue),9:00 PM,Michigan State,,Dean E. Smith Center,"W, 89-82",89,82,21346.0
2009-10,9,Dec 5(Sat),12:30 PM,Kentucky,,Rupp Arena,"L, 66-68",66,68,24468.0
2009-10,10,Dec 12(Sat),7:30 PM,Presbyterian,,Dean E. Smith Center,"W, 103-64",103,64,18596.0
2009-10,11,Dec 19(Sat),2:00 PM,Texas,,AT&T Stadium,"L, 90-103",90,103,38052.0
2009-10,12,Dec 22(Tue),7:00 PM,Marshall,,Dean E. Smith Center,"W, 98-61",98,61,18842.0
2009-10,13,Dec 28(Mon),8:30 PM,Rutgers,,Dean E. Smith Center,"W, 81-67",81,67,21023.0
2009-10,14,Dec 30(Wed),7:00 PM,Albany,,Dean E. Smith Center,"W, 87-70",87,70,19225.0
2009-10,15,Jan 4(Mon),7:00 PM,College of Charleston,,TD Arena,"L, 79-82",79,82,5072.0
2009-10,16,Jan 10(Sun),7:45 PM,Virginia Tech,,Dean E. Smith Center,"W, 78-64",78,64,20581.0
2009-10,17,Jan 13(Wed),9:00 PM,Clemson,,Littlejohn Coliseum,"L, 64-83",64,83,10000.0
2009-10,18,Jan 16(Sat),2:00 PM,Georgia Tech,,Dean E. Smith Center,"L, 71-73",71,73,20704.0
2009-10,19,Jan 20(Wed),7:00 PM,Wake Forest,,Dean E. Smith Center,"L, 69-82",69,82,20235.0
2009-10,20,Jan 26(Tue),9:00 PM,NC State,,Lenovo Center,"W, 77-63",77,63,19700.0
2009-10,21,Jan 31(Sun),7:45 PM,Virginia,,Dean E. Smith Center,"L, 60-75",60,75,14437.0
2009-10,22,Feb 4(Thu),9:00 PM,Virginia Tech,,Cassell Coliseum,"L, 70-74",70,74,9847.0
2009-10,23,Feb 7(Sun),2:00 PM,Maryland,,Xfinity Center,"L, 71-92",71,92,17950.0
2009-10,24,Feb 10(Wed),9:00 PM,Duke,,Dean E. Smith Center,"L, 54-64",54,64,21750.0
2009-10,25,Feb 13(Sat),4:00 PM,NC State,,Dean E. Smith Center,"W, 74-61",74,61,19786.0
2009-10,26,Feb 16(Tue),9:00 PM,Georgia Tech,,McCamish Pavilion,"L, 51-68",51,68,9191.0
2009-10,27,Feb 20(Sat),12:00 PM,Boston College,,Conte Forum,"L, 67-71",67,71,8128.0
2009-10,28,Feb 24(Wed),7:00 PM,Florida State,,Dean E. Smith Center,"L, 67-77",67,77,15779.0
2009-10,29,Feb 27(Sat),2:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"W, 77-68",77,68,14510.0
2009-10,30,Mar 2(Tue),8:00 PM,Miami,,Dean E. Smith Center,"W, 69-62",69,62,16725.0
2009-10,31,Mar 6(Sat),9:00 PM,Duke,,Cameron Indoor Stadium,"L, 50-82",50,82,9314.0
2009-10,32,Mar 11(Thu),7:00 PM,Georgia Tech,ACC Tournament,Greensboro Coliseum,"L, 58-62",58,62,
2009-10,33,Mar 16(Tue),9:30 PM,William & Mary,NIT,Dean E. Smith Center,"W, 80-72",80,72,6822.0
2009-10,34,Mar 20(Sat),12:00 PM,Mississippi State,NIT,Humphrey Coliseum,"W, 76-74",76,74,9471.0
2009-10,35,Mar 23(Tue),9:00 PM,UAB,NIT,Bartow Arena,"W, 60-55",60,55,8889.0
2009-10,36,Mar 30(Tue),9:00 PM,Rhode Island,NIT,Madison Square Garden,"W, 68-67",68,67,11689.0
2009-10,37,Apr 1(Thu),7:00 PM,Dayton,NIT,Madison Square Garden,"L, 68-79",68,79,9827.0
2010-11,1,Nov 12(Fri),7:00 PM,Lipscomb,,Dean E. Smith Center,"W, 80-66",80,66,16432.0
2010-11,2,Nov 18(Thu),5:00 PM,Hofstra,Puerto Rico Tip-Off,Coliseo Roberto Clemente,"W, 107-63",107,63,
2010-11,3,Nov 19(Fri),8:30 PM,Minnesota,Puerto Rico Tip-Off,Coliseo Roberto Clemente,"L, 67-72",67,72,10127.0
2010-11,4,Nov 21(Sun),5:30 PM,Vanderbilt,Puerto Rico Tip-Off,Coliseo Roberto Clemente,"L, 65-72",65,72,
2010-11,5,Nov 23(Tue),7:00 PM,UNC Asheville,,Dean E. Smith Center,"W, 80-69",80,69,14428.0
2010-11,6,Nov 28(Sun),5:30 PM,College of Charleston,,Dean E. Smith Center,"W, 74-69",74,69,15932.0
2010-11,7,Nov 30(Tue),9:30 PM,Illinois,ACC/Big Ten Challenge,State Farm Center,"L, 67-79",67,79,16618.0
2010-11,8,Dec 4(Sat),12:30 PM,Kentucky,,Dean E. Smith Center,"W, 75-73",75,73,20695.0
2010-11,9,Dec 8(Wed),7:00 PM,Evansville,,Roberts Stadium,"W, 76-49",76,49,12116.0
2010-11,10,Dec 11(Sat),7:00 PM,Long Beach State,,Dean E. Smith Center,"W, 96-91",96,91,16571.0
2010-11,11,Dec 18(Sat),4:00 PM,Texas,,Greensboro Coliseum,"L, 76-78",76,78,20787.0
2010-11,12,Dec 21(Tue),7:00 PM,William & Mary,,Dean E. Smith Center,"W, 85-60",85,60,17357.0
2010-11,13,Dec 28(Tue),9:00 PM,Rutgers,,Madison Square Garden,"W, 78-55",78,55,9401.0
2010-11,14,Jan 2(Sun),3:30 PM,Saint Francis,,Dean E. Smith Center,"W, 103-54",103,54,17613.0
2010-11,15,Jan 8(Sat),12:00 PM,Virginia,,John Paul Jones Arena,"W, 62-56",62,56,14231.0
2010-11,16,Jan 13(Thu),9:00 PM,Virginia Tech,,Dean E. Smith Center,"W, 64-61",64,61,21089.0
2010-11,17,Jan 16(Sun),7:45 PM,Georgia Tech,,McCamish Pavilion,"L, 58-78",58,78,8125.0
2010-11,18,Jan 18(Tue),8:00 PM,Clemson,,Dean E. Smith Center,"W, 75-65",75,65,20352.0
2010-11,19,Jan 26(Wed),7:30 PM,Miami,,Watsco Center,"W, 74-71",74,71,6026.0
2010-11,20,Jan 29(Sat),2:00 PM,NC State,,Dean E. Smith Center,"W, 84-64",84,64,21750.0
2010-11,21,Feb 1(Tue),9:00 PM,Boston College,,Conte Forum,"W, 106-74",106,74,7883.0
2010-11,22,Feb 6(Sun),2:00 PM,Florida State,,Dean E. Smith Center,"W, 89-69",89,69,20945.0
2010-11,23,Feb 9(Wed),9:00 PM,Duke,,Cameron Indoor Stadium,"L, 73-79",73,79,9314.0
2010-11,24,Feb 12(Sat),1:00 PM,Clemson,,Littlejohn Coliseum,"W, 64-62",64,62,10000.0
2010-11,25,Feb 15(Tue),8:00 PM,Wake Forest,,Dean E. Smith Center,"W, 78-64",78,64,20229.0
2010-11,26,Feb 19(Sat),4:00 PM,Boston College,,Dean E. Smith Center,"W, 48-46",48,46,21159.0
2010-11,27,Feb 23(Wed),9:00 PM,NC State,,Lenovo Center,"W, 75-63",75,63,19700.0
2010-11,28,Feb 27(Sun),7:45 PM,Maryland,,Dean E. Smith Center,"W, 87-76",87,76,20853.0
2010-11,29,Mar 2(Wed),7:00 PM,Florida State,,Donald L. Tucker Civic Center,"W, 72-70",72,70,12030.0
2010-11,30,Mar 5(Sat),8:00 PM,Duke,,Dean E. Smith Center,"W, 81-67",81,67,21750.0
2010-11,31,Mar 11(Fri),12:00 PM,Miami,ACC Tournament,Greensboro Coliseum,"W, 61-59",61,59,23381.0
2010-11,32,Mar 12(Sat),1:00 PM,Clemson,ACC Tournament,Greensboro Coliseum,"W, 92-87",92,87,23381.0
2010-11,33,Mar 13(Sun),1:00 PM,Duke,ACC Tournament,Greensboro Coliseum,"L, 58-75",58,75,23381.0
2010-11,34,Mar 18(Fri),7:15 PM,LIU,NCAA Tournament,Spectrum Center,"W, 102-87",102,87,
2010-11,35,Mar 20(Sun),12:15 PM,Washington,NCAA Tournament,Spectrum Center,"W, 86-83",86,83,
2010-11,36,Mar 25(Fri),7:15 PM,Marquette,NCAA Tournament,Prudential Center,"W, 81-63",81,63,
2010-11,37,Mar 27(Sun),4:55 PM,Kentucky,NCAA Tournament,Prudential Center,"L, 69-76",69,76,18278.0
2011-12,1,Nov 11(Fri),7:00 PM,Michigan State,Carrier Classic,Pechanga Arena San Diego,"W, 67-55",67,55,8111.0
2011-12,2,Nov 13(Sun),4:00 PM,UNC Asheville,,Harrah's Cherokee Center,"W, 91-75",91,75,3280.0
2011-12,3,Nov 20(Sun),2:00 PM,Mississippi Valley State,,Dean E. Smith Center,"W, 101-75",101,75,18160.0
2011-12,4,Nov 22(Tue),7:30 PM,Tennessee State,,Dean E. Smith Center,"W, 102-69",102,69,17509.0
2011-12,5,Nov 25(Fri),10:00 PM,South Carolina,Las Vegas Invitational,Thomas & Mack Center,"W, 87-62",87,62,
2011-12,6,Nov 26(Sat),10:30 PM,Nevada-Las Vegas,Las Vegas Invitational,Thomas & Mack Center,"L, 80-90",80,90,7523.0
2011-12,7,Nov 30(Wed),9:30 PM,Wisconsin,,Dean E. Smith Center,"W, 60-57",60,57,21750.0
2011-12,8,Dec 3(Sat),12:00 PM,Kentucky,,Rupp Arena,"L, 72-73",72,73,24398.0
2011-12,9,Dec 6(Tue),7:00 PM,Evansville,,Dean E. Smith Center,"W, 97-48",97,48,15623.0
2011-12,10,Dec 10(Sat),7:00 PM,Long Beach State,,Dean E. Smith Center,"W, 84-78",84,78,20426.0
2011-12,11,Dec 17(Sat),6:00 PM,Appalachian State,,Dean E. Smith Center,"W, 97-82",97,82,20892.0
2011-12,12,Dec 19(Mon),7:00 PM,Nicholls State,,Dean E. Smith Center,"W, 99-49",99,49,18072.0
2011-12,13,Dec 21(Wed),7:00 PM,Texas,,Dean E. Smith Center,"W, 82-63",82,63,21750.0
2011-12,14,Dec 29(Thu),7:00 PM,Elon,,Dean E. Smith Center,"W, 100-62",100,62,20880.0
2011-12,15,Jan 1(Sun),3:00 PM,Monmouth,,Dean E. Smith Center,"W, 102-65",102,65,18614.0
2011-12,16,Jan 7(Sat),2:30 PM,Boston College,,Dean E. Smith Center,"W, 83-60",83,60,20582.0
2011-12,17,Jan 10(Tue),9:00 PM,Miami,,Dean E. Smith Center,"W, 73-56",73,56,20096.0
2011-12,18,Jan 14(Sat),2:00 PM,Florida State,,Donald L. Tucker Civic Center,"L, 57-90",57,90,12100.0
2011-12,19,Jan 19(Thu),9:00 PM,Virginia Tech,,Cassell Coliseum,"W, 82-68",82,68,9847.0
2011-12,20,Jan 26(Thu),7:00 PM,NC State,,Dean E. Smith Center,"W, 74-55",74,55,21750.0
2011-12,21,Jan 29(Sun),6:00 PM,Georgia Tech,,Dean E. Smith Center,"W, 93-81",93,81,21017.0
2011-12,22,Jan 31(Tue),9:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"W, 68-53",68,53,12865.0
2011-12,23,Feb 4(Sat),4:00 PM,Maryland,,Xfinity Center,"W, 83-74",83,74,17950.0
2011-12,24,Feb 8(Wed),9:00 PM,Duke,,Dean E. Smith Center,"L, 84-85",84,85,21750.0
2011-12,25,Feb 11(Sat),1:00 PM,Virginia,,Dean E. Smith Center,"W, 70-52",70,52,20496.0
2011-12,26,Feb 15(Wed),8:00 PM,Miami,,Watsco Center,"W, 73-64",73,64,7071.0
2011-12,27,Feb 18(Sat),4:00 PM,Clemson,,Dean E. Smith Center,"W, 74-52",74,52,21750.0
2011-12,28,Feb 21(Tue),8:00 PM,NC State,,Lenovo Center,"W, 86-74",86,74,19710.0
2011-12,29,Feb 25(Sat),4:00 PM,Virginia,,John Paul Jones Arena,"W, 54-51",54,51,14273.0
2011-12,30,Feb 29(Wed),7:00 PM,Maryland,,Dean E. Smith Center,"W, 88-64",88,64,21750.0
2011-12,31,Mar 3(Sat),7:00 PM,Duke,,Cameron Indoor Stadium,"W, 88-70",88,70,9314.0
2011-12,32,Mar 9(Fri),12:00 PM,Maryland,ACC Tournament,McCamish Pavilion,"W, 85-69",85,69,19520.0
2011-12,33,Mar 10(Sat),1:00 PM,NC State,ACC Tournament,McCamish Pavilion,"W, 69-67",69,67,19520.0
2011-12,34,Mar 11(Sun),1:00 PM,Florida State,ACC Tournament,McCamish Pavilion,"L, 82-85",82,85,19520.0
2011-12,35,Mar 16(Fri),4:10 PM,Vermont,NCAA Tournament,Greensboro Coliseum,"W, 77-58",77,58,16422.0
2011-12,36,Mar 18(Sun),5:15 PM,Creighton,NCAA Tournament,Greensboro Coliseum,"W, 87-73",87,73,
2011-12,37,Mar 23(Fri),7:47 PM,Ohio,NCAA Tournament,Dome at America's Center,"W, 73-65",73,65,
2011-12,38,Mar 25(Sun),5:05 PM,Kansas,NCAA Tournament,Dome at America's Center,"L, 67-80",67,80,24107.0
2012-13,1,Nov 9(Fri),7:00 PM,Gardner-Webb,,Dean E. Smith Center,"W, 76-59",76,59,16430.0
2012-13,2,Nov 11(Sun),2:30 PM,Florida Atlantic,,Dean E. Smith Center,"W, 80-56",80,56,15403.0
2012-13,3,Nov 16(Fri),11:00 PM,Long Beach State,,Walter Pyramid,"W, 78-63",78,63,6912.0
2012-13,4,Nov 19(Mon),6:00 PM,Mississippi State,Maui Invitational,Lahaina Civic Center,"W, 95-49",95,49,2400.0
2012-13,5,Nov 20(Tue),8:00 PM,Butler,Maui Invitational,Lahaina Civic Center,"L, 71-82",71,82,2400.0
2012-13,6,Nov 21(Wed),7:30 PM,Chaminade,Maui Invitational,Lahaina Civic Center,"W, 112-70",112,70,2400.0
2012-13,7,Nov 27(Tue),9:30 PM,Indiana,ACC/Big Ten Challenge,Simon Skjodt Assembly Hall,"L, 59-83",59,83,17472.0
2012-13,8,Dec 1(Sat),6:00 PM,UAB,,Dean E. Smith Center,"W, 102-84",102,84,15906.0
2012-13,9,Dec 8(Sat),7:30 PM,East Tennessee State,,Dean E. Smith Center,"W, 78-55",78,55,17307.0
2012-13,10,Dec 15(Sat),12:00 PM,East Carolina,,Dean E. Smith Center,"W, 93-87",93,87,19147.0
2012-13,11,Dec 19(Wed),9:00 PM,Texas,,Frank Erwin Center,"L, 67-85",67,85,13134.0
2012-13,12,Dec 22(Sat),12:00 PM,McNeese State,,Dean E. Smith Center,"W, 97-63",97,63,18258.0
2012-13,13,Dec 29(Sat),2:00 PM,Nevada-Las Vegas,,Dean E. Smith Center,"W, 79-73",79,73,20888.0
2012-13,14,Jan 6(Sun),8:00 PM,Virginia,,John Paul Jones Arena,"L, 52-61",52,61,12117.0
2012-13,15,Jan 10(Thu),7:00 PM,Miami,,Dean E. Smith Center,"L, 59-68",59,68,20516.0
2012-13,16,Jan 12(Sat),2:00 PM,Florida State,,Donald L. Tucker Civic Center,"W, 77-72",77,72,12060.0
2012-13,17,Jan 19(Sat),12:00 PM,Maryland,,Dean E. Smith Center,"W, 62-52",62,52,20865.0
2012-13,18,Jan 23(Wed),9:00 PM,Georgia Tech,,Dean E. Smith Center,"W, 79-63",79,63,19124.0
2012-13,19,Jan 26(Sat),7:00 PM,NC State,,Lenovo Center,"L, 83-91",83,91,19577.0
2012-13,20,Jan 29(Tue),9:00 PM,Boston College,,Conte Forum,"W, 82-70",82,70,7062.0
2012-13,21,Feb 2(Sat),12:00 PM,Virginia Tech,,Dean E. Smith Center,"W, 72-60",72,60,20762.0
2012-13,22,Feb 5(Tue),7:00 PM,Wake Forest,,Dean E. Smith Center,"W, 87-62",87,62,19653.0
2012-13,23,Feb 9(Sat),2:00 PM,Miami,,Watsco Center,"L, 61-87",61,87,7972.0
2012-13,24,Feb 13(Wed),9:00 PM,Duke,,Cameron Indoor Stadium,"L, 68-73",68,73,9314.0
2012-13,25,Feb 16(Sat),12:00 PM,Virginia,,Dean E. Smith Center,"W, 93-81",93,81,20616.0
2012-13,26,Feb 19(Tue),9:00 PM,Georgia Tech,,McCamish Pavilion,"W, 70-58",70,58,8600.0
